CPU Stats,Memory Stats,Network Stats,Up Time
"[0.8, 49.4]","[5.29, 32.7, 2.47]","[401912800, 559878593, 855402, 1072909]",177429.90
"[1.0, 51.0]","[5.29, 32.7, 2.47]","[401924010, 559986182, 855525, 1073071]",177430.91
"[0.8, 51.0]","[5.29, 32.7, 2.47]","[401946337, 560063770, 855639, 1073217]",177431.91
"[0.5, 50.5]","[5.29, 32.7, 2.47]","[401954349, 560134863, 855724, 1073324]",177432.92
"[7.8, 51.0]","[5.28, 32.8, 2.48]","[402072546, 560217133, 855877, 1073451]",177433.92
"[0.5, 51.0]","[5.28, 32.8, 2.48]","[402148233, 560225590, 855991, 1073553]",177434.92
"[1.7, 51.0]","[5.28, 32.8, 2.48]","[402166257, 560237794, 856070, 1073627]",177435.93
"[0.7, 51.0]","[5.28, 32.8, 2.48]","[402174477, 560244564, 856147, 1073700]",177436.93
"[2.0, 52.1]","[5.28, 32.8, 2.49]","[402187986, 560265775, 856234, 1073779]",177437.93
"[1.3, 49.9]","[5.28, 32.9, 2.49]","[402196449, 560286334, 856303, 1073847]",177438.94
"[1.5, 50.5]","[5.28, 32.9, 2.49]","[402208526, 560318393, 856403, 1073954]",177439.94
"[1.8, 50.5]","[5.28, 32.9, 2.49]","[402235742, 560385872, 856593, 1074155]",177441.04
"[2.0, 50.5]","[5.27, 32.9, 2.49]","[402256451, 560446259, 856767, 1074339]",177442.04
"[8.4, 49.4]","[5.27, 33.0, 2.5]","[402292808, 560483767, 856980, 1074558]",177443.05
"[2.3, 51.0]","[5.27, 33.0, 2.5]","[402326487, 560526429, 857170, 1074759]",177444.06
"[2.8, 52.1]","[5.27, 33.0, 2.5]","[402350843, 560547702, 857288, 1074876]",177445.06
"[4.0, 51.6]","[5.27, 33.0, 2.5]","[402390340, 560617445, 857538, 1075145]",177446.16
"[5.0, 51.6]","[5.27, 33.0, 2.5]","[402431462, 560679073, 857781, 1075414]",177447.17
"[3.5, 49.9]","[5.27, 33.0, 2.5]","[402462474, 560740221, 857991, 1075641]",177448.17
"[4.5, 50.5]","[5.27, 33.0, 2.5]","[402494412, 560785727, 858202, 1075871]",177449.17
"[1.0, 51.0]","[5.27, 33.0, 2.5]","[402504371, 560795014, 858285, 1075957]",177450.18
"[1.0, 51.6]","[5.27, 33.0, 2.5]","[402516638, 560823045, 858385, 1076069]",177451.18
"[3.5, 50.5]","[5.27, 33.0, 2.5]","[402543943, 560891552, 858550, 1076255]",177452.19
"[2.0, 49.9]","[5.27, 33.0, 2.5]","[402563596, 560949197, 858700, 1076430]",177453.19
"[4.3, 49.9]","[5.27, 33.0, 2.5]","[402626237, 561074546, 858884, 1076650]",177454.20
"[1.0, 51.0]","[5.27, 33.0, 2.5]","[402646335, 561094028, 859029, 1076797]",177455.20
"[2.2, 49.9]","[5.27, 33.0, 2.5]","[402656166, 561103226, 859110, 1076875]",177456.20
"[1.3, 50.5]","[5.27, 33.0, 2.5]","[402680115, 561119645, 859214, 1076976]",177457.21
"[0.0, 50.5]","[5.27, 33.0, 2.5]","[402684898, 561124004, 859244, 1077007]",177458.21
"[0.3, 51.0]","[5.27, 33.0, 2.5]","[402689504, 561128432, 859283, 1077043]",177459.22
"[0.8, 51.0]","[5.27, 33.0, 2.5]","[402696582, 561133836, 859342, 1077099]",177460.22
"[1.0, 50.5]","[5.27, 33.0, 2.5]","[402702582, 561138726, 859395, 1077152]",177461.23
"[1.0, 50.5]","[5.27, 33.0, 2.5]","[402713778, 561148274, 859491, 1077243]",177462.23
"[0.5, 49.9]","[5.27, 33.0, 2.5]","[402718263, 561152759, 859530, 1077281]",177463.24
"[0.3, 50.5]","[5.27, 33.0, 2.5]","[402722625, 561156449, 859567, 1077315]",177464.24
"[0.7, 49.4]","[5.27, 33.0, 2.5]","[402729568, 561162260, 859628, 1077374]",177465.24
"[0.0, 50.5]","[5.27, 33.0, 2.5]","[402736343, 561168069, 859691, 1077435]",177466.25
"[1.8, 50.5]","[5.27, 33.0, 2.5]","[402747052, 561176770, 859780, 1077519]",177467.25
"[0.7, 50.5]","[5.27, 33.0, 2.5]","[402752085, 561181219, 859810, 1077549]",177468.26
"[3.0, 51.6]","[5.27, 33.0, 2.5]","[402759197, 561187299, 859860, 1077597]",177469.26
"[0.8, 51.6]","[5.27, 33.0, 2.5]","[402774450, 561207072, 859949, 1077682]",177470.27
"[1.8, 52.1]","[5.27, 33.0, 2.5]","[402784527, 561215855, 860029, 1077761]",177471.27
"[1.7, 49.9]","[5.27, 33.0, 2.5]","[402812775, 561242159, 860229, 1077967]",177472.27
"[0.5, 51.6]","[5.27, 33.0, 2.5]","[402823408, 561250496, 860283, 1078023]",177473.28
"[0.5, 52.1]","[5.27, 33.0, 2.5]","[402828605, 561255205, 860325, 1078064]",177474.28
"[0.8, 51.0]","[5.27, 33.0, 2.5]","[402836647, 561262223, 860397, 1078136]",177475.29
"[0.7, 49.9]","[5.27, 33.0, 2.5]","[402844057, 561268507, 860464, 1078201]",177476.29
"[1.7, 50.5]","[5.27, 33.0, 2.5]","[402854811, 561277535, 860551, 1078286]",177477.29
"[0.8, 51.0]","[5.27, 33.0, 2.5]","[402871035, 561292789, 860662, 1078398]",177478.30
"[0.0, 49.9]","[5.27, 33.0, 2.5]","[402877735, 561298609, 860703, 1078439]",177479.30
"[0.5, 50.5]","[5.3, 32.6, 2.47]","[402892674, 561310422, 860822, 1078551]",177480.31
"[1.0, 49.9]","[5.3, 32.6, 2.47]","[402909025, 561324467, 860947, 1078677]",177481.31
"[2.0, 49.4]","[5.3, 32.6, 2.47]","[402922741, 561336969, 861053, 1078787]",177482.32
"[0.8, 48.8]","[5.3, 32.6, 2.47]","[402931798, 561344882, 861132, 1078862]",177483.32
"[0.5, 49.4]","[5.3, 32.6, 2.47]","[402940898, 561353226, 861210, 1078940]",177484.33
"[1.0, 49.9]","[5.3, 32.6, 2.47]","[402954267, 561364271, 861319, 1079046]",177485.33
"[12.8, 51.0]","[5.26, 33.1, 2.5]","[402968264, 561396035, 861419, 1079148]",177486.34
"[16.3, 51.0]","[5.26, 33.1, 2.51]","[403002016, 561598650, 861659, 1079444]",177487.34
"[38.6, 53.2]","[5.27, 32.9, 2.5]","[403022636, 561617380, 861761, 1079549]",177488.35
"[45.6, 53.2]","[5.24, 33.4, 2.53]","[403033736, 561626594, 861832, 1079616]",177489.35
"[0.7, 52.7]","[5.24, 33.4, 2.53]","[403043793, 561634807, 861914, 1079696]",177490.36
"[30.2, 55.4]","[5.28, 32.8, 2.49]","[403051468, 561641496, 861981, 1079763]",177491.36
"[2.0, 53.2]","[5.29, 32.8, 2.48]","[403064053, 561652455, 862067, 1079847]",177492.36
"[0.3, 52.1]","[5.29, 32.8, 2.48]","[403068790, 561656921, 862101, 1079881]",177493.37
"[0.3, 53.2]","[5.29, 32.8, 2.48]","[403074001, 561661747, 862146, 1079923]",177494.37
"[0.7, 53.2]","[5.29, 32.8, 2.48]","[403081736, 561667968, 862208, 1079983]",177495.37
"[1.0, 51.0]","[5.29, 32.7, 2.48]","[403089018, 561673454, 862268, 1080039]",177496.38
"[14.4, 52.7]","[5.3, 32.6, 2.47]","[403100031, 561682375, 862337, 1080108]",177497.38
"[9.0, 52.1]","[5.3, 32.6, 2.47]","[403104567, 561686197, 862368, 1080136]",177498.39
"[0.5, 52.7]","[5.3, 32.6, 2.47]","[403111363, 561691727, 862417, 1080182]",177499.49
"[0.5, 52.1]","[5.3, 32.6, 2.47]","[403118465, 561697199, 862476, 1080239]",177500.49
"[2.5, 53.8]","[5.3, 32.6, 2.47]","[403143303, 561719875, 862609, 1080369]",177501.59
"[43.0, 54.9]","[5.28, 32.8, 2.49]","[403163490, 561737618, 862739, 1080501]",177502.60
"[8.6, 53.8]","[5.27, 32.9, 2.5]","[403180566, 561753616, 862860, 1080626]",177503.61
"[1.2, 54.3]","[5.27, 33.0, 2.5]","[403193174, 561764925, 862922, 1080682]",177504.61
"[0.5, 53.8]","[5.27, 33.0, 2.5]","[403205519, 561778746, 863005, 1080768]",177505.61
"[15.8, 54.3]","[5.27, 33.0, 2.5]","[403230515, 561798571, 863156, 1080918]",177506.62
"[5.2, 53.2]","[5.26, 33.1, 2.5]","[403258816, 561826101, 863329, 1081087]",177507.62
"[4.8, 52.1]","[5.26, 33.1, 2.51]","[403266940, 561833436, 863377, 1081133]",177508.63
"[1.5, 52.1]","[5.26, 33.1, 2.51]","[403279127, 561844400, 863440, 1081190]",177509.63
"[0.5, 53.2]","[5.26, 33.1, 2.51]","[403286428, 561850471, 863499, 1081250]",177510.63
"[1.5, 52.1]","[5.26, 33.1, 2.51]","[403298925, 561861016, 863580, 1081331]",177511.64
"[0.5, 53.2]","[5.26, 33.1, 2.51]","[403306144, 561866875, 863635, 1081386]",177512.64
"[0.3, 52.7]","[5.26, 33.1, 2.51]","[403311939, 561871568, 863672, 1081421]",177513.65
"[0.8, 51.6]","[5.26, 33.1, 2.51]","[403319841, 561878216, 863735, 1081481]",177514.65
"[0.8, 52.1]","[5.26, 33.1, 2.51]","[403331998, 561888537, 863818, 1081563]",177515.65
"[1.8, 51.0]","[5.26, 33.1, 2.51]","[403342081, 561896736, 863901, 1081641]",177516.66
"[0.7, 50.5]","[5.26, 33.1, 2.51]","[403351425, 561904686, 863970, 1081710]",177517.66
"[0.8, 51.6]","[5.27, 33.0, 2.5]","[403356947, 561909722, 864007, 1081747]",177518.67
"[1.0, 51.6]","[5.27, 33.0, 2.5]","[403367447, 561917462, 864083, 1081814]",177519.67
"[3.3, 51.0]","[5.27, 33.0, 2.5]","[403388649, 561941820, 864209, 1081938]",177520.68
"[2.0, 50.5]","[5.27, 33.0, 2.5]","[403435866, 561952475, 864313, 1082034]",177521.68
"[3.0, 52.1]","[5.27, 33.0, 2.5]","[403454206, 561968641, 864413, 1082128]",177522.69
"[0.8, 52.1]","[5.27, 33.0, 2.5]","[403482447, 561982277, 864491, 1082203]",177523.70
"[0.7, 51.6]","[5.27, 33.0, 2.5]","[403491331, 561990203, 864560, 1082270]",177524.70
"[2.2, 51.6]","[5.27, 33.0, 2.5]","[403508794, 562004719, 864675, 1082380]",177525.70
"[1.3, 52.7]","[5.27, 33.0, 2.5]","[403532886, 562025781, 864831, 1082533]",177526.70
"[0.8, 51.6]","[5.27, 33.0, 2.5]","[403544950, 562036149, 864899, 1082601]",177527.71
"[0.8, 49.9]","[5.27, 33.0, 2.5]","[403560527, 562049792, 865000, 1082703]",177528.71
"[0.5, 51.0]","[5.27, 33.0, 2.5]","[403570203, 562056990, 865067, 1082767]",177529.72
"[0.5, 50.5]","[5.27, 33.0, 2.5]","[403581653, 562066124, 865146, 1082843]",177530.72
"[20.5, 51.6]","[5.26, 33.2, 2.51]","[403597204, 562079153, 865253, 1082947]",177531.73
"[1.5, 52.1]","[5.29, 32.7, 2.47]","[403611908, 562092771, 865344, 1083040]",177532.73
"[0.8, 52.7]","[5.29, 32.7, 2.47]","[403620105, 562100416, 865403, 1083101]",177533.73
"[28.4, 52.7]","[5.22, 33.6, 2.55]","[403639022, 562120957, 865524, 1083219]",177534.74
"[2.5, 52.1]","[5.22, 33.6, 2.55]","[403651820, 562135205, 865611, 1083297]",177535.74
"[2.5, 52.7]","[5.22, 33.6, 2.55]","[403661291, 562143716, 865695, 1083378]",177536.75
"[8.0, 51.6]","[5.26, 33.1, 2.51]","[403672988, 562154591, 865778, 1083464]",177537.75
"[15.0, 53.2]","[5.3, 32.6, 2.47]","[403684338, 562165763, 865853, 1083546]",177538.75
"[1.3, 51.6]","[5.3, 32.6, 2.47]","[403702664, 562184003, 865977, 1083673]",177539.76
"[1.0, 53.2]","[5.3, 32.6, 2.47]","[403747100, 562203071, 866117, 1083809]",177540.81
"[0.5, 53.2]","[5.3, 32.6, 2.47]","[403760808, 562215814, 866230, 1083923]",177541.81
"[0.8, 53.2]","[5.3, 32.6, 2.47]","[403769724, 562223821, 866303, 1083994]",177542.82
"[1.3, 52.7]","[5.3, 32.6, 2.47]","[403777528, 562231483, 866371, 1084062]",177543.82
"[0.8, 52.7]","[5.3, 32.6, 2.47]","[403787497, 562240314, 866459, 1084146]",177544.83
"[1.0, 51.0]","[5.3, 32.6, 2.47]","[403798812, 562250061, 866551, 1084238]",177545.83
"[0.8, 51.6]","[5.3, 32.6, 2.47]","[403807902, 562257881, 866634, 1084321]",177546.83
"[0.7, 51.0]","[5.3, 32.6, 2.47]","[403814295, 562263658, 866689, 1084374]",177547.84
"[23.5, 53.2]","[5.3, 32.6, 2.47]","[403822285, 562270988, 866759, 1084442]",177548.84
"[31.7, 53.2]","[5.31, 32.4, 2.45]","[403829288, 562276975, 866820, 1084501]",177549.84
"[1.0, 52.7]","[5.33, 32.3, 2.44]","[403836232, 562282997, 866885, 1084564]",177550.85
"[1.2, 52.1]","[5.33, 32.3, 2.44]","[403848953, 562293726, 866996, 1084671]",177551.85
"[2.8, 53.2]","[5.33, 32.3, 2.44]","[403869080, 562312361, 867120, 1084792]",177552.86
"[1.0, 52.1]","[5.33, 32.3, 2.44]","[403875177, 562318279, 867170, 1084844]",177553.86
"[0.5, 52.1]","[5.33, 32.3, 2.44]","[403882537, 562324469, 867239, 1084909]",177554.87
"[0.5, 52.1]","[5.33, 32.3, 2.44]","[403889508, 562329960, 867305, 1084969]",177555.87
"[0.8, 50.5]","[5.33, 32.3, 2.44]","[403897754, 562336650, 867383, 1085040]",177556.88
"[0.5, 52.1]","[5.33, 32.3, 2.44]","[403902937, 562341477, 867430, 1085085]",177557.88
"[2.0, 52.1]","[5.33, 32.3, 2.44]","[403907876, 562345876, 867473, 1085126]",177558.88
"[0.5, 51.0]","[5.33, 32.3, 2.44]","[403915558, 562352296, 867546, 1085194]",177559.89
"[0.8, 52.1]","[5.33, 32.3, 2.44]","[403921911, 562357765, 867605, 1085251]",177560.89
"[0.3, 51.0]","[5.33, 32.3, 2.44]","[403929084, 562363290, 867672, 1085313]",177561.90
"[2.2, 51.6]","[5.33, 32.3, 2.44]","[403937835, 562371389, 867736, 1085375]",177563.00
"[0.5, 51.6]","[5.33, 32.3, 2.44]","[403941835, 562375497, 867770, 1085408]",177564.00
"[0.5, 49.9]","[5.33, 32.3, 2.44]","[403948953, 562380913, 867838, 1085469]",177565.01
"[2.8, 51.0]","[5.33, 32.2, 2.43]","[403973574, 562403752, 867961, 1085597]",177566.01
"[1.7, 50.5]","[5.33, 32.2, 2.44]","[403988799, 562416707, 868078, 1085710]",177567.02
"[4.5, 52.1]","[5.33, 32.2, 2.44]","[404008023, 562435006, 868204, 1085836]",177568.02
"[4.3, 50.5]","[5.33, 32.2, 2.44]","[404028332, 562451504, 868298, 1085921]",177569.03
"[11.6, 53.2]","[5.32, 32.3, 2.45]","[404072881, 562486421, 868519, 1086146]",177570.03
"[0.8, 51.6]","[5.32, 32.3, 2.45]","[404080292, 562493040, 868580, 1086207]",177571.03
"[1.3, 52.7]","[5.32, 32.3, 2.45]","[404088656, 562499468, 868660, 1086279]",177572.04
"[1.5, 52.1]","[5.32, 32.3, 2.45]","[404101508, 562513418, 868730, 1086346]",177573.04
"[0.5, 51.6]","[5.32, 32.3, 2.45]","[404106259, 562518120, 868773, 1086387]",177574.05
"[1.0, 50.5]","[5.32, 32.3, 2.45]","[404112971, 562523306, 868837, 1086445]",177575.05
"[0.5, 50.5]","[5.32, 32.3, 2.45]","[404118861, 562528526, 868889, 1086498]",177576.06
"[0.7, 49.9]","[5.32, 32.3, 2.45]","[404126328, 562534665, 868956, 1086562]",177577.06
"[1.7, 51.0]","[5.32, 32.3, 2.45]","[404134271, 562541664, 869018, 1086620]",177578.06
"[12.4, 53.2]","[5.32, 32.4, 2.45]","[404173029, 562626625, 869099, 1086722]",177579.07
"[6.0, 51.6]","[5.31, 32.4, 2.45]","[404239044, 562643400, 869230, 1086845]",177580.08
"[0.5, 51.6]","[5.31, 32.4, 2.45]","[404248653, 562684925, 869326, 1086938]",177581.08
"[1.5, 53.2]","[5.31, 32.4, 2.45]","[404257693, 562752295, 869416, 1087060]",177582.09
"[2.2, 51.0]","[5.31, 32.4, 2.46]","[404268390, 562844299, 869514, 1087202]",177583.09
"[0.8, 52.1]","[5.31, 32.4, 2.45]","[404287604, 562906411, 869581, 1087298]",177584.09
"[13.9, 53.2]","[5.3, 32.6, 2.47]","[404386241, 563018123, 869765, 1087514]",177585.10
"[2.0, 51.6]","[5.3, 32.6, 2.47]","[404464806, 563032149, 869879, 1087600]",177586.10
"[2.2, 52.7]","[5.3, 32.6, 2.47]","[404524690, 563045764, 869993, 1087701]",177587.11
"[0.3, 52.7]","[5.3, 32.6, 2.47]","[404568358, 563051470, 870060, 1087756]",177588.11
"[0.7, 52.1]","[5.3, 32.6, 2.47]","[404573409, 563056213, 870101, 1087795]",177589.12
"[0.3, 53.8]","[5.3, 32.6, 2.47]","[404580501, 563062085, 870166, 1087856]",177590.12
"[2.0, 50.5]","[5.3, 32.6, 2.47]","[404592501, 563088220, 870259, 1087945]",177591.13
"[12.0, 52.7]","[5.29, 32.7, 2.48]","[404625290, 563153776, 870440, 1088138]",177592.13
"[8.7, 53.8]","[5.28, 32.9, 2.49]","[404663799, 563228342, 870662, 1088387]",177593.14
"[4.3, 53.2]","[5.27, 32.9, 2.5]","[404694008, 563296503, 870819, 1088565]",177594.14
"[6.5, 52.7]","[5.27, 33.0, 2.5]","[404748320, 563388574, 871149, 1088926]",177595.14
"[18.9, 53.2]","[5.27, 33.0, 2.5]","[404806208, 563471420, 871403, 1089198]",177596.15
"[3.5, 51.6]","[5.27, 33.0, 2.5]","[404826229, 563532487, 871566, 1089379]",177597.15
"[3.8, 51.0]","[5.27, 33.0, 2.5]","[404848728, 563591416, 871720, 1089551]",177598.16
"[2.0, 51.6]","[5.27, 33.0, 2.5]","[404891129, 563691308, 871844, 1089701]",177599.16
"[0.0, 52.1]","[5.27, 33.0, 2.5]","[404898409, 563698245, 871904, 1089762]",177600.17
"[3.0, 51.6]","[5.27, 33.0, 2.5]","[404911728, 563709334, 871985, 1089837]",177601.17
"[2.5, 52.1]","[5.27, 33.0, 2.5]","[404929891, 563727447, 872099, 1089944]",177602.18
"[2.0, 51.0]","[5.27, 33.0, 2.5]","[404939992, 563736892, 872172, 1090018]",177603.18
"[4.5, 52.1]","[5.27, 33.0, 2.5]","[404944986, 563741395, 872209, 1090054]",177604.20
"[18.2, 52.7]","[5.29, 32.7, 2.47]","[404953336, 563747709, 872280, 1090119]",177605.20
"[0.0, 51.6]","[5.29, 32.7, 2.47]","[404959732, 563753149, 872338, 1090174]",177606.20
"[0.5, 52.1]","[5.29, 32.7, 2.47]","[404968941, 563760328, 872413, 1090244]",177607.21
"[1.7, 52.7]","[5.3, 32.6, 2.47]","[404980090, 563770405, 872495, 1090321]",177608.21
"[0.5, 52.7]","[5.3, 32.7, 2.47]","[404984957, 563774964, 872532, 1090356]",177609.21
"[0.7, 52.1]","[5.3, 32.7, 2.47]","[404992078, 563780917, 872594, 1090417]",177610.21
"[0.7, 50.5]","[5.3, 32.7, 2.47]","[404998880, 563786159, 872653, 1090472]",177611.22
"[8.5, 52.7]","[5.29, 32.7, 2.48]","[405096491, 563873838, 872855, 1090665]",177612.22
"[1.3, 52.1]","[5.29, 32.7, 2.48]","[405118622, 563883347, 872931, 1090744]",177613.23
"[4.5, 53.2]","[5.29, 32.7, 2.48]","[405129450, 563990175, 873032, 1090881]",177614.23
"[1.3, 52.1]","[5.29, 32.7, 2.48]","[405142282, 564109137, 873142, 1091053]",177615.23
"[1.5, 52.7]","[5.29, 32.7, 2.48]","[405152473, 564220542, 873250, 1091210]",177616.24
"[9.1, 52.1]","[5.28, 32.8, 2.48]","[405240553, 564318921, 873429, 1091379]",177617.24
"[1.3, 51.6]","[5.28, 32.8, 2.49]","[405347951, 564326222, 873533, 1091461]",177618.25
"[1.5, 52.7]","[5.28, 32.8, 2.49]","[405360699, 564337672, 873595, 1091517]",177619.35
"[1.0, 53.2]","[5.28, 32.8, 2.49]","[405368248, 564343937, 873658, 1091581]",177620.35
"[0.3, 53.2]","[5.28, 32.8, 2.49]","[405375673, 564349508, 873721, 1091639]",177621.46
"[0.7, 51.6]","[5.28, 32.8, 2.49]","[405382726, 564355225, 873775, 1091690]",177622.46
"[0.8, 51.0]","[5.28, 32.8, 2.49]","[405389334, 564365522, 873831, 1091743]",177623.47
"[1.8, 51.6]","[5.28, 32.8, 2.49]","[405403381, 564411325, 873945, 1091860]",177624.47
"[1.3, 51.6]","[5.28, 32.8, 2.49]","[405421837, 564461381, 874073, 1092003]",177625.47
"[1.5, 50.5]","[5.28, 32.9, 2.49]","[405438752, 564519180, 874212, 1092161]",177626.48
"[1.3, 52.1]","[5.28, 32.9, 2.49]","[405450318, 564545037, 874298, 1092243]",177627.49
"[2.5, 51.0]","[5.28, 32.9, 2.49]","[405456518, 564555289, 874354, 1092294]",177628.49
"[0.5, 50.5]","[5.28, 32.9, 2.49]","[405473832, 564573467, 874437, 1092371]",177629.49
"[0.5, 52.1]","[5.28, 32.9, 2.49]","[405482922, 564584881, 874518, 1092448]",177630.50
"[1.7, 52.1]","[5.28, 32.9, 2.49]","[405491038, 564591521, 874584, 1092510]",177631.50
"[0.8, 54.3]","[5.28, 32.9, 2.49]","[405508316, 564635757, 874712, 1092638]",177632.50
"[0.8, 52.1]","[5.28, 32.9, 2.49]","[405519297, 564680274, 874788, 1092731]",177633.51
"[1.3, 51.6]","[5.28, 32.9, 2.49]","[405528177, 564704700, 874848, 1092797]",177634.51
"[1.5, 51.6]","[5.28, 32.9, 2.49]","[405535940, 564711017, 874916, 1092862]",177635.52
"[0.3, 51.6]","[5.28, 32.9, 2.49]","[405545708, 564723001, 874990, 1092934]",177636.52
"[0.7, 51.6]","[5.28, 32.9, 2.49]","[405552127, 564728022, 875046, 1092986]",177637.53
"[0.8, 51.6]","[5.28, 32.9, 2.49]","[405558642, 564738505, 875106, 1093044]",177638.53
"[1.0, 51.6]","[5.28, 32.9, 2.49]","[405567319, 564754582, 875173, 1093112]",177639.54
"[1.0, 49.9]","[5.28, 32.9, 2.49]","[405578036, 564775515, 875258, 1093194]",177640.54
"[0.8, 49.9]","[5.28, 32.9, 2.49]","[405588668, 564792707, 875349, 1093281]",177641.54
"[1.5, 51.0]","[5.28, 32.9, 2.49]","[405598214, 564813800, 875424, 1093357]",177642.55
"[1.0, 51.0]","[5.28, 32.9, 2.49]","[405608308, 564835977, 875503, 1093440]",177643.56
"[1.0, 50.5]","[5.28, 32.9, 2.49]","[405618299, 564852812, 875581, 1093520]",177644.57
"[7.0, 51.0]","[5.28, 32.9, 2.49]","[405659957, 564916356, 875797, 1093756]",177645.57
"[2.7, 49.9]","[5.28, 32.9, 2.49]","[405681655, 564933028, 875913, 1093873]",177646.58
"[0.3, 51.0]","[5.28, 32.9, 2.49]","[405690281, 564939542, 875977, 1093933]",177647.58
"[3.3, 51.6]","[5.28, 32.9, 2.49]","[405718783, 564994132, 876101, 1094077]",177648.59
"[5.7, 51.0]","[5.28, 32.9, 2.49]","[405745310, 565048663, 876276, 1094275]",177649.59
"[2.5, 51.6]","[5.28, 32.9, 2.49]","[405778836, 565106362, 876444, 1094465]",177650.59
"[5.5, 52.1]","[5.27, 32.9, 2.49]","[405847988, 565230709, 876665, 1094717]",177651.60
"[0.5, 52.1]","[5.27, 32.9, 2.49]","[405855825, 565238276, 876723, 1094772]",177652.60
"[1.2, 51.6]","[5.27, 32.9, 2.49]","[405862522, 565243423, 876766, 1094810]",177653.60
"[0.5, 52.7]","[5.27, 32.9, 2.5]","[405877752, 565254742, 876828, 1094866]",177654.61
"[0.5, 51.0]","[5.27, 32.9, 2.5]","[405884920, 565260674, 876884, 1094922]",177655.61
"[1.7, 51.6]","[5.27, 32.9, 2.49]","[405897698, 565270712, 876975, 1095007]",177656.62
"[0.7, 50.5]","[5.27, 32.9, 2.49]","[405904294, 565275734, 877024, 1095052]",177657.62
"[0.5, 51.0]","[5.27, 32.9, 2.49]","[405910591, 565281023, 877059, 1095087]",177658.62
"[0.7, 51.6]","[5.27, 32.9, 2.49]","[405917501, 565286581, 877110, 1095134]",177659.63
"[0.3, 51.0]","[5.27, 32.9, 2.49]","[405927483, 565293421, 877172, 1095191]",177660.63
"[5.6, 52.7]","[5.28, 32.9, 2.49]","[405973830, 565368470, 877305, 1095325]",177661.64
"[0.3, 51.6]","[5.27, 32.9, 2.49]","[406042175, 565384174, 877411, 1095423]",177662.64
"[0.3, 52.7]","[5.27, 32.9, 2.49]","[406049202, 565393977, 877459, 1095468]",177663.65
"[0.7, 52.1]","[5.27, 32.9, 2.49]","[406058850, 565444247, 877553, 1095566]",177664.65
"[25.3, 52.7]","[5.28, 32.9, 2.49]","[406068387, 565541332, 877645, 1095694]",177665.65
"[4.3, 52.1]","[5.28, 32.9, 2.49]","[406089825, 565654852, 877825, 1095882]",177666.66
"[9.3, 52.7]","[5.28, 32.9, 2.49]","[406142396, 565815170, 878015, 1096096]",177667.66
"[3.0, 52.7]","[5.28, 32.9, 2.49]","[406305305, 565833128, 878183, 1096220]",177668.66
"[1.7, 52.7]","[5.28, 32.9, 2.49]","[406312437, 565838768, 878238, 1096269]",177669.67
"[0.8, 53.2]","[5.27, 32.9, 2.49]","[406326496, 565850076, 878309, 1096334]",177670.67
"[1.3, 52.7]","[5.27, 32.9, 2.49]","[406341627, 565866807, 878421, 1096441]",177671.68
"[1.3, 52.1]","[5.27, 32.9, 2.49]","[406363211, 565932189, 878578, 1096609]",177672.68
"[1.3, 51.6]","[5.27, 32.9, 2.5]","[406381040, 565957440, 878696, 1096734]",177673.69
"[6.3, 52.1]","[5.27, 32.9, 2.49]","[406428579, 566035752, 878959, 1097017]",177674.69
"[4.0, 52.7]","[5.27, 32.9, 2.49]","[406466301, 566103032, 879150, 1097224]",177675.70
"[2.5, 51.6]","[5.27, 32.9, 2.5]","[406506042, 566163739, 879394, 1097478]",177676.71
"[7.8, 53.2]","[5.27, 33.0, 2.5]","[406555732, 566222434, 879647, 1097740]",177677.71
"[13.6, 54.3]","[5.27, 33.0, 2.5]","[406599128, 566302113, 879870, 1097993]",177678.71
"[8.2, 53.8]","[5.27, 33.0, 2.5]","[406669766, 566386052, 880165, 1098296]",177679.71
"[9.2, 53.2]","[5.27, 33.0, 2.5]","[406725529, 566483191, 880471, 1098640]",177680.72
"[11.8, 53.8]","[5.27, 33.0, 2.5]","[406817051, 566625846, 880748, 1098957]",177681.72
"[10.8, 53.8]","[5.27, 33.0, 2.5]","[406935801, 566673968, 881033, 1099235]",177682.73
"[6.0, 53.8]","[5.27, 33.0, 2.5]","[407049337, 566724334, 881301, 1099488]",177683.73
"[1.5, 53.2]","[5.26, 33.1, 2.5]","[407061874, 566735502, 881376, 1099565]",177684.74
"[4.0, 53.8]","[5.33, 32.3, 2.44]","[407082688, 566756285, 881489, 1099675]",177685.74
"[28.2, 54.9]","[5.25, 33.2, 2.52]","[407107019, 566780652, 881629, 1099812]",177686.75
"[2.8, 52.7]","[5.25, 33.3, 2.52]","[407114985, 566787782, 881688, 1099870]",177687.75
"[2.5, 53.8]","[5.25, 33.3, 2.52]","[407130879, 566805140, 881797, 1099986]",177688.75
